Date,Day Type,Screen,Screen Type,Movie,Genre,Duration,Show Time,Slot Category,Seats Booked,Capacity,Occupancy %,Ticket Price,Revenue,Occupancy Category,Revenue Category
04-May-25,Weekend,Screen 4,IMAX,Shaitaan,Thriller,132,10:00 PM,Night,122,140,87,450,54900,High,High Revenue
04-May-25,Weekend,Screen 5,Standard,Kalki,Sci-Fi,180,10:00 AM,Morning,53,110,48,250,13250,Low,Normal Revenue
04-May-25,Weekend,Screen 5,Standard,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,70,110,64,250,17500,Medium,Normal Revenue
04-May-25,Weekend,Screen 5,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,107,110,97,250,26750,High,Normal Revenue
04-May-25,Weekend,Screen 5,Standard,Pushpa 2,Action,170,7:00 PM,Prime Time,97,110,88,250,24250,High,Normal Revenue
04-May-25,Weekend,Screen 5,Standard,Crew,Comedy Drama,124,10:00 PM,Night,87,110,79,250,21750,Medium,Normal Revenue
04-May-25,Weekend,Screen 6,Premium,Kalki,Sci-Fi,180,10:00 AM,Morning,68,130,52,350,23800,Medium,Normal Revenue
04-May-25,Weekend,Screen 6,Premium,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,82,130,63,350,28700,Medium,Normal Revenue
04-May-25,Weekend,Screen 6,Premium,Bad Newz,Comedy,142,4:00 PM,Evening,98,130,75,350,34300,Medium,Normal Revenue
04-May-25,Weekend,Screen 6,Premium,Shaitaan,Thriller,132,7:00 PM,Prime Time,118,130,91,350,41300,High,Normal Revenue
04-May-25,Weekend,Screen 6,Premium,Pushpa 2,Action,170,10:00 PM,Night,90,130,69,350,31500,Medium,Normal Revenue
04-May-25,Weekend,Screen 7,Standard,Munjya,Horror Comedy,123,10:00 AM,Morning,45,90,50,250,11250,Medium,Normal Revenue
04-May-25,Weekend,Screen 7,Standard,Animal,Crime Drama,201,1:00 PM,Afternoon,61,90,68,250,15250,Medium,Normal Revenue
04-May-25,Weekend,Screen 7,Standard,Stree 2,Horror Comedy,150,4:00 PM,Evening,81,90,90,250,20250,High,Normal Revenue
04-May-25,Weekend,Screen 7,Standard,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,82,90,91,250,20500,High,Normal Revenue
04-May-25,Weekend,Screen 7,Standard,Fighter,Action,166,10:00 PM,Night,59,90,66,250,14750,Medium,Normal Revenue
04-May-25,Weekend,Screen 8,IMAX,Bad Newz,Comedy,142,10:00 AM,Morning,84,150,56,450,37800,Medium,Normal Revenue
04-May-25,Weekend,Screen 8,IMAX,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,118,150,79,450,53100,Medium,High Revenue
04-May-25,Weekend,Screen 8,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,123,150,82,450,55350,High,High Revenue
04-May-25,Weekend,Screen 8,IMAX,Shaitaan,Thriller,132,7:00 PM,Prime Time,135,150,90,450,60750,High,High Revenue
04-May-25,Weekend,Screen 8,IMAX,Munjya,Horror Comedy,123,10:00 PM,Night,140,150,93,450,63000,High,High Revenue
04-May-25,Weekend,Screen 9,Standard,Bad Newz,Comedy,142,10:00 AM,Morning,62,100,62,250,15500,Medium,Normal Revenue
04-May-25,Weekend,Screen 9,Standard,Animal,Crime Drama,201,1:00 PM,Afternoon,68,100,68,250,17000,Medium,Normal Revenue
04-May-25,Weekend,Screen 9,Standard,Bad Newz,Comedy,142,4:00 PM,Evening,76,100,76,250,19000,Medium,Normal Revenue
04-May-25,Weekend,Screen 9,Standard,Crew,Comedy Drama,124,7:00 PM,Prime Time,97,100,97,250,24250,High,Normal Revenue
04-May-25,Weekend,Screen 9,Standard,Kalki,Sci-Fi,180,10:00 PM,Night,74,100,74,250,18500,Medium,Normal Revenue
04-May-25,Weekend,Screen 10,Premium,Pushpa 2,Action,170,10:00 AM,Morning,90,120,75,350,31500,Medium,Normal Revenue
04-May-25,Weekend,Screen 10,Premium,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,101,120,84,350,35350,High,Normal Revenue
04-May-25,Weekend,Screen 10,Premium,Stree 2,Horror Comedy,150,4:00 PM,Evening,96,120,80,350,33600,High,Normal Revenue
04-May-25,Weekend,Screen 10,Premium,Shaitaan,Thriller,132,7:00 PM,Prime Time,109,120,91,350,38150,High,Normal Revenue
04-May-25,Weekend,Screen 10,Premium,Pushpa 2,Action,170,10:00 PM,Night,102,120,85,350,35700,High,Normal Revenue
04-May-25,Weekend,Screen 11,Standard,Shaitaan,Thriller,132,10:00 AM,Morning,53,80,66,250,13250,Medium,Normal Revenue
04-May-25,Weekend,Screen 11,Standard,Shaitaan,Thriller,132,1:00 PM,Afternoon,59,80,74,250,14750,Medium,Normal Revenue
04-May-25,Weekend,Screen 11,Standard,Munjya,Horror Comedy,123,4:00 PM,Evening,71,80,89,250,17750,High,Normal Revenue
04-May-25,Weekend,Screen 11,Standard,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,79,80,99,250,19750,High,Normal Revenue
04-May-25,Weekend,Screen 11,Standard,Animal,Crime Drama,201,10:00 PM,Night,53,80,66,250,13250,Medium,Normal Revenue
04-May-25,Weekend,Screen 12,IMAX,Shaitaan,Thriller,132,10:00 AM,Morning,69,140,49,450,31050,Low,Normal Revenue
04-May-25,Weekend,Screen 12,IMAX,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,113,140,81,450,50850,High,High Revenue
04-May-25,Weekend,Screen 12,IMAX,Fighter,Action,166,4:00 PM,Evening,112,140,80,450,50400,High,High Revenue
04-May-25,Weekend,Screen 12,IMAX,Crew,Comedy Drama,124,7:00 PM,Prime Time,137,140,98,450,61650,High,High Revenue
04-May-25,Weekend,Screen 12,IMAX,Animal,Crime Drama,201,10:00 PM,Night,120,140,86,450,54000,High,High Revenue
05-May-25,Weekday,Screen 1,IMAX,Bad Newz,Comedy,142,10:00 AM,Morning,56,120,47,450,25200,Low,Normal Revenue
05-May-25,Weekday,Screen 1,IMAX,Bad Newz,Comedy,142,1:00 PM,Afternoon,90,120,75,450,40500,Medium,Normal Revenue
05-May-25,Weekday,Screen 1,IMAX,Crew,Comedy Drama,124,4:00 PM,Evening,84,120,70,450,37800,Medium,Normal Revenue
05-May-25,Weekday,Screen 1,IMAX,Animal,Crime Drama,201,7:00 PM,Prime Time,118,120,98,450,53100,High,High Revenue
05-May-25,Weekday,Screen 1,IMAX,Chandu Champion,Sports Drama,145,10:00 PM,Night,103,120,86,450,46350,High,Normal Revenue
05-May-25,Weekday,Screen 2,Standard,Chandu Champion,Sports Drama,145,10:00 AM,Morning,33,80,41,250,8250,Low,Normal Revenue
05-May-25,Weekday,Screen 2,Standard,Pushpa 2,Action,170,1:00 PM,Afternoon,58,80,72,250,14500,Medium,Normal Revenue
05-May-25,Weekday,Screen 2,Standard,Animal,Crime Drama,201,4:00 PM,Evening,57,80,71,250,14250,Medium,Normal Revenue
05-May-25,Weekday,Screen 2,Standard,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,70,80,87,250,17500,High,Normal Revenue
05-May-25,Weekday,Screen 2,Standard,Shaitaan,Thriller,132,10:00 PM,Night,70,80,88,250,17500,High,Normal Revenue
05-May-25,Weekday,Screen 3,Standard,Animal,Crime Drama,201,10:00 AM,Morning,47,100,47,250,11750,Low,Normal Revenue
05-May-25,Weekday,Screen 3,Standard,Animal,Crime Drama,201,1:00 PM,Afternoon,62,100,62,250,15500,Medium,Normal Revenue
05-May-25,Weekday,Screen 3,Standard,Crew,Comedy Drama,124,4:00 PM,Evening,75,100,75,250,18750,Medium,Normal Revenue
05-May-25,Weekday,Screen 3,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,100,100,100,250,25000,High,Normal Revenue
05-May-25,Weekday,Screen 3,Standard,Shaitaan,Thriller,132,10:00 PM,Night,62,100,62,250,15500,Medium,Normal Revenue
05-May-25,Weekday,Screen 4,IMAX,Crew,Comedy Drama,124,10:00 AM,Morning,87,140,62,450,39150,Medium,Normal Revenue
05-May-25,Weekday,Screen 4,IMAX,Fighter,Action,166,1:00 PM,Afternoon,90,140,64,450,40500,Medium,Normal Revenue
05-May-25,Weekday,Screen 4,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,106,140,76,450,47700,Medium,Normal Revenue
05-May-25,Weekday,Screen 4,IMAX,Pushpa 2,Action,170,7:00 PM,Prime Time,125,140,89,450,56250,High,High Revenue
05-May-25,Weekday,Screen 4,IMAX,Chandu Champion,Sports Drama,145,10:00 PM,Night,118,140,84,450,53100,High,High Revenue
05-May-25,Weekday,Screen 5,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,76,110,69,250,19000,Medium,Normal Revenue
05-May-25,Weekday,Screen 5,Standard,Pushpa 2,Action,170,1:00 PM,Afternoon,64,110,58,250,16000,Medium,Normal Revenue
05-May-25,Weekday,Screen 5,Standard,Animal,Crime Drama,201,4:00 PM,Evening,90,110,82,250,22500,High,Normal Revenue
05-May-25,Weekday,Screen 5,Standard,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,108,110,98,250,27000,High,Normal Revenue
05-May-25,Weekday,Screen 5,Standard,Bad Newz,Comedy,142,10:00 PM,Night,90,110,82,250,22500,High,Normal Revenue
05-May-25,Weekday,Screen 6,Premium,Crew,Comedy Drama,124,10:00 AM,Morning,81,130,62,350,28350,Medium,Normal Revenue
05-May-25,Weekday,Screen 6,Premium,Munjya,Horror Comedy,123,1:00 PM,Afternoon,96,130,74,350,33600,Medium,Normal Revenue
05-May-25,Weekday,Screen 6,Premium,Fighter,Action,166,4:00 PM,Evening,124,130,95,350,43400,High,Normal Revenue
05-May-25,Weekday,Screen 6,Premium,Animal,Crime Drama,201,7:00 PM,Prime Time,126,130,97,350,44100,High,Normal Revenue
05-May-25,Weekday,Screen 6,Premium,Kalki,Sci-Fi,180,10:00 PM,Night,88,130,68,350,30800,Medium,Normal Revenue
05-May-25,Weekday,Screen 7,Standard,Chandu Champion,Sports Drama,145,10:00 AM,Morning,44,90,49,250,11000,Low,Normal Revenue
05-May-25,Weekday,Screen 7,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,63,90,70,250,15750,Medium,Normal Revenue
05-May-25,Weekday,Screen 7,Standard,Crew,Comedy Drama,124,4:00 PM,Evening,76,90,84,250,19000,High,Normal Revenue
05-May-25,Weekday,Screen 7,Standard,Bad Newz,Comedy,142,7:00 PM,Prime Time,88,90,98,250,22000,High,Normal Revenue
05-May-25,Weekday,Screen 7,Standard,Crew,Comedy Drama,124,10:00 PM,Night,81,90,90,250,20250,High,Normal Revenue
05-May-25,Weekday,Screen 8,IMAX,Chandu Champion,Sports Drama,145,10:00 AM,Morning,68,150,45,450,30600,Low,Normal Revenue
05-May-25,Weekday,Screen 8,IMAX,Shaitaan,Thriller,132,1:00 PM,Afternoon,82,150,55,450,36900,Medium,Normal Revenue
05-May-25,Weekday,Screen 8,IMAX,Shaitaan,Thriller,132,4:00 PM,Evening,128,150,85,450,57600,High,High Revenue
05-May-25,Weekday,Screen 8,IMAX,Animal,Crime Drama,201,7:00 PM,Prime Time,141,150,94,450,63450,High,High Revenue
05-May-25,Weekday,Screen 8,IMAX,Fighter,Action,166,10:00 PM,Night,122,150,81,450,54900,High,High Revenue
05-May-25,Weekday,Screen 9,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,69,100,69,250,17250,Medium,Normal Revenue
05-May-25,Weekday,Screen 9,Standard,Crew,Comedy Drama,124,1:00 PM,Afternoon,57,100,57,250,14250,Medium,Normal Revenue
05-May-25,Weekday,Screen 9,Standard,Crew,Comedy Drama,124,4:00 PM,Evening,70,100,70,250,17500,Medium,Normal Revenue
05-May-25,Weekday,Screen 9,Standard,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,91,100,91,250,22750,High,Normal Revenue
05-May-25,Weekday,Screen 9,Standard,Chandu Champion,Sports Drama,145,10:00 PM,Night,65,100,65,250,16250,Medium,Normal Revenue
05-May-25,Weekday,Screen 10,Premium,Bad Newz,Comedy,142,10:00 AM,Morning,55,120,46,350,19250,Low,Normal Revenue
05-May-25,Weekday,Screen 10,Premium,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,77,120,64,350,26950,Medium,Normal Revenue
05-May-25,Weekday,Screen 10,Premium,Animal,Crime Drama,201,4:00 PM,Evening,94,120,78,350,32900,Medium,Normal Revenue
05-May-25,Weekday,Screen 10,Premium,Pushpa 2,Action,170,7:00 PM,Prime Time,120,120,100,350,42000,High,Normal Revenue
05-May-25,Weekday,Screen 10,Premium,Munjya,Horror Comedy,123,10:00 PM,Night,102,120,85,350,35700,High,Normal Revenue
05-May-25,Weekday,Screen 11,Standard,Chandu Champion,Sports Drama,145,10:00 AM,Morning,44,80,55,250,11000,Medium,Normal Revenue
05-May-25,Weekday,Screen 11,Standard,Pushpa 2,Action,170,1:00 PM,Afternoon,46,80,58,250,11500,Medium,Normal Revenue
05-May-25,Weekday,Screen 11,Standard,Bad Newz,Comedy,142,4:00 PM,Evening,68,80,85,250,17000,High,Normal Revenue
05-May-25,Weekday,Screen 11,Standard,Munjya,Horror Comedy,123,7:00 PM,Prime Time,74,80,93,250,18500,High,Normal Revenue
05-May-25,Weekday,Screen 11,Standard,Kalki,Sci-Fi,180,10:00 PM,Night,55,80,69,250,13750,Medium,Normal Revenue
05-May-25,Weekday,Screen 12,IMAX,Pushpa 2,Action,170,10:00 AM,Morning,91,140,65,450,40950,Medium,Normal Revenue
05-May-25,Weekday,Screen 12,IMAX,Shaitaan,Thriller,132,1:00 PM,Afternoon,87,140,62,450,39150,Medium,Normal Revenue
05-May-25,Weekday,Screen 12,IMAX,Chandu Champion,Sports Drama,145,4:00 PM,Evening,108,140,77,450,48600,Medium,Normal Revenue
05-May-25,Weekday,Screen 12,IMAX,Kalki,Sci-Fi,180,7:00 PM,Prime Time,112,140,80,450,50400,High,High Revenue
05-May-25,Weekday,Screen 12,IMAX,Kalki,Sci-Fi,180,10:00 PM,Night,115,140,82,450,51750,High,High Revenue
06-May-25,Weekday,Screen 1,IMAX,Munjya,Horror Comedy,123,10:00 AM,Morning,76,120,63,450,34200,Medium,Normal Revenue
06-May-25,Weekday,Screen 1,IMAX,Munjya,Horror Comedy,123,1:00 PM,Afternoon,71,120,59,450,31950,Medium,Normal Revenue
06-May-25,Weekday,Screen 1,IMAX,Chandu Champion,Sports Drama,145,4:00 PM,Evening,113,120,94,450,50850,High,High Revenue
06-May-25,Weekday,Screen 1,IMAX,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,96,120,80,450,43200,High,Normal Revenue
06-May-25,Weekday,Screen 1,IMAX,Pushpa 2,Action,170,10:00 PM,Night,97,120,81,450,43650,High,Normal Revenue
06-May-25,Weekday,Screen 2,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,43,80,54,250,10750,Medium,Normal Revenue
06-May-25,Weekday,Screen 2,Standard,Fighter,Action,166,1:00 PM,Afternoon,62,80,78,250,15500,Medium,Normal Revenue
06-May-25,Weekday,Screen 2,Standard,Animal,Crime Drama,201,4:00 PM,Evening,66,80,83,250,16500,High,Normal Revenue
06-May-25,Weekday,Screen 2,Standard,Pushpa 2,Action,170,7:00 PM,Prime Time,66,80,83,250,16500,High,Normal Revenue
06-May-25,Weekday,Screen 2,Standard,Shaitaan,Thriller,132,10:00 PM,Night,54,80,67,250,13500,Medium,Normal Revenue
06-May-25,Weekday,Screen 3,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,70,100,70,250,17500,Medium,Normal Revenue
06-May-25,Weekday,Screen 3,Standard,Fighter,Action,166,1:00 PM,Afternoon,59,100,59,250,14750,Medium,Normal Revenue
06-May-25,Weekday,Screen 3,Standard,Fighter,Action,166,4:00 PM,Evening,71,100,71,250,17750,Medium,Normal Revenue
06-May-25,Weekday,Screen 3,Standard,Fighter,Action,166,7:00 PM,Prime Time,94,100,94,250,23500,High,Normal Revenue
06-May-25,Weekday,Screen 3,Standard,Kalki,Sci-Fi,180,10:00 PM,Night,66,100,66,250,16500,Medium,Normal Revenue
06-May-25,Weekday,Screen 4,IMAX,Animal,Crime Drama,201,10:00 AM,Morning,70,140,50,450,31500,Medium,Normal Revenue
06-May-25,Weekday,Screen 4,IMAX,Munjya,Horror Comedy,123,1:00 PM,Afternoon,80,140,57,450,36000,Medium,Normal Revenue
06-May-25,Weekday,Screen 4,IMAX,Pushpa 2,Action,170,4:00 PM,Evening,126,140,90,450,56700,High,High Revenue
06-May-25,Weekday,Screen 4,IMAX,Bad Newz,Comedy,142,7:00 PM,Prime Time,133,140,95,450,59850,High,High Revenue
06-May-25,Weekday,Screen 4,IMAX,Stree 2,Horror Comedy,150,10:00 PM,Night,116,140,83,450,52200,High,High Revenue
06-May-25,Weekday,Screen 5,Standard,Pushpa 2,Action,170,10:00 AM,Morning,74,110,67,250,18500,Medium,Normal Revenue
06-May-25,Weekday,Screen 5,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,75,110,68,250,18750,Medium,Normal Revenue
06-May-25,Weekday,Screen 5,Standard,Pushpa 2,Action,170,4:00 PM,Evening,102,110,93,250,25500,High,Normal Revenue
06-May-25,Weekday,Screen 5,Standard,Bad Newz,Comedy,142,7:00 PM,Prime Time,100,110,91,250,25000,High,Normal Revenue
06-May-25,Weekday,Screen 5,Standard,Shaitaan,Thriller,132,10:00 PM,Night,87,110,79,250,21750,Medium,Normal Revenue
06-May-25,Weekday,Screen 6,Premium,Animal,Crime Drama,201,10:00 AM,Morning,53,130,41,350,18550,Low,Normal Revenue
06-May-25,Weekday,Screen 6,Premium,Crew,Comedy Drama,124,1:00 PM,Afternoon,96,130,74,350,33600,Medium,Normal Revenue
06-May-25,Weekday,Screen 6,Premium,Crew,Comedy Drama,124,4:00 PM,Evening,98,130,75,350,34300,Medium,Normal Revenue
06-May-25,Weekday,Screen 6,Premium,Shaitaan,Thriller,132,7:00 PM,Prime Time,124,130,95,350,43400,High,Normal Revenue
06-May-25,Weekday,Screen 6,Premium,Fighter,Action,166,10:00 PM,Night,88,130,68,350,30800,Medium,Normal Revenue
06-May-25,Weekday,Screen 7,Standard,Fighter,Action,166,10:00 AM,Morning,57,90,63,250,14250,Medium,Normal Revenue
06-May-25,Weekday,Screen 7,Standard,Bad Newz,Comedy,142,1:00 PM,Afternoon,70,90,78,250,17500,Medium,Normal Revenue
06-May-25,Weekday,Screen 7,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,76,90,85,250,19000,High,Normal Revenue
06-May-25,Weekday,Screen 7,Standard,Animal,Crime Drama,201,7:00 PM,Prime Time,80,90,89,250,20000,High,Normal Revenue
06-May-25,Weekday,Screen 7,Standard,Crew,Comedy Drama,124,10:00 PM,Night,65,90,72,250,16250,Medium,Normal Revenue
06-May-25,Weekday,Screen 8,IMAX,Kalki,Sci-Fi,180,10:00 AM,Morning,81,150,54,450,36450,Medium,Normal Revenue
06-May-25,Weekday,Screen 8,IMAX,Fighter,Action,166,1:00 PM,Afternoon,98,150,65,450,44100,Medium,Normal Revenue
06-May-25,Weekday,Screen 8,IMAX,Chandu Champion,Sports Drama,145,4:00 PM,Evening,140,150,93,450,63000,High,High Revenue
06-May-25,Weekday,Screen 8,IMAX,Pushpa 2,Action,170,7:00 PM,Prime Time,150,150,100,450,67500,High,High Revenue
06-May-25,Weekday,Screen 8,IMAX,Crew,Comedy Drama,124,10:00 PM,Night,129,150,86,450,58050,High,High Revenue
06-May-25,Weekday,Screen 9,Standard,Crew,Comedy Drama,124,10:00 AM,Morning,45,100,45,250,11250,Low,Normal Revenue
06-May-25,Weekday,Screen 9,Standard,Stree 2,Horror Comedy,150,1:00 PM,Afternoon,76,100,76,250,19000,Medium,Normal Revenue
06-May-25,Weekday,Screen 9,Standard,Pushpa 2,Action,170,4:00 PM,Evening,90,100,90,250,22500,High,Normal Revenue
06-May-25,Weekday,Screen 9,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,85,100,85,250,21250,High,Normal Revenue
06-May-25,Weekday,Screen 9,Standard,Crew,Comedy Drama,124,10:00 PM,Night,85,100,85,250,21250,High,Normal Revenue
06-May-25,Weekday,Screen 10,Premium,Pushpa 2,Action,170,10:00 AM,Morning,84,120,70,350,29400,Medium,Normal Revenue
06-May-25,Weekday,Screen 10,Premium,Fighter,Action,166,1:00 PM,Afternoon,74,120,62,350,25900,Medium,Normal Revenue
06-May-25,Weekday,Screen 10,Premium,Fighter,Action,166,4:00 PM,Evening,97,120,81,350,33950,High,Normal Revenue
06-May-25,Weekday,Screen 10,Premium,Bad Newz,Comedy,142,7:00 PM,Prime Time,119,120,99,350,41650,High,Normal Revenue
06-May-25,Weekday,Screen 10,Premium,Crew,Comedy Drama,124,10:00 PM,Night,80,120,67,350,28000,Medium,Normal Revenue
06-May-25,Weekday,Screen 11,Standard,Fighter,Action,166,10:00 AM,Morning,50,80,62,250,12500,Medium,Normal Revenue
06-May-25,Weekday,Screen 11,Standard,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,59,80,74,250,14750,Medium,Normal Revenue
06-May-25,Weekday,Screen 11,Standard,Shaitaan,Thriller,132,4:00 PM,Evening,74,80,92,250,18500,High,Normal Revenue
06-May-25,Weekday,Screen 11,Standard,Kalki,Sci-Fi,180,7:00 PM,Prime Time,71,80,89,250,17750,High,Normal Revenue
06-May-25,Weekday,Screen 11,Standard,Crew,Comedy Drama,124,10:00 PM,Night,57,80,71,250,14250,Medium,Normal Revenue
06-May-25,Weekday,Screen 12,IMAX,Munjya,Horror Comedy,123,10:00 AM,Morning,94,140,67,450,42300,Medium,Normal Revenue
06-May-25,Weekday,Screen 12,IMAX,Crew,Comedy Drama,124,1:00 PM,Afternoon,102,140,73,450,45900,Medium,Normal Revenue
06-May-25,Weekday,Screen 12,IMAX,Animal,Crime Drama,201,4:00 PM,Evening,120,140,86,450,54000,High,High Revenue
06-May-25,Weekday,Screen 12,IMAX,Bad Newz,Comedy,142,7:00 PM,Prime Time,130,140,93,450,58500,High,High Revenue
06-May-25,Weekday,Screen 12,IMAX,Fighter,Action,166,10:00 PM,Night,126,140,90,450,56700,High,High Revenue
07-May-25,Weekday,Screen 1,IMAX,Fighter,Action,166,10:00 AM,Morning,70,120,58,450,31500,Medium,Normal Revenue
07-May-25,Weekday,Screen 1,IMAX,Kalki,Sci-Fi,180,1:00 PM,Afternoon,77,120,64,450,34650,Medium,Normal Revenue
07-May-25,Weekday,Screen 1,IMAX,Bad Newz,Comedy,142,4:00 PM,Evening,113,120,94,450,50850,High,High Revenue
07-May-25,Weekday,Screen 1,IMAX,Chandu Champion,Sports Drama,145,7:00 PM,Prime Time,104,120,87,450,46800,High,Normal Revenue
07-May-25,Weekday,Screen 1,IMAX,Fighter,Action,166,10:00 PM,Night,78,120,65,450,35100,Medium,Normal Revenue
07-May-25,Weekday,Screen 2,Standard,Kalki,Sci-Fi,180,10:00 AM,Morning,46,80,57,250,11500,Medium,Normal Revenue
07-May-25,Weekday,Screen 2,Standard,Fighter,Action,166,1:00 PM,Afternoon,52,80,65,250,13000,Medium,Normal Revenue
07-May-25,Weekday,Screen 2,Standard,Chandu Champion,Sports Drama,145,4:00 PM,Evening,58,80,73,250,14500,Medium,Normal Revenue
07-May-25,Weekday,Screen 2,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,65,80,81,250,16250,High,Normal Revenue
07-May-25,Weekday,Screen 2,Standard,Pushpa 2,Action,170,10:00 PM,Night,53,80,66,250,13250,Medium,Normal Revenue
07-May-25,Weekday,Screen 3,Standard,Fighter,Action,166,10:00 AM,Morning,66,100,66,250,16500,Medium,Normal Revenue
07-May-25,Weekday,Screen 3,Standard,Pushpa 2,Action,170,1:00 PM,Afternoon,62,100,62,250,15500,Medium,Normal Revenue
07-May-25,Weekday,Screen 3,Standard,Kalki,Sci-Fi,180,4:00 PM,Evening,77,100,77,250,19250,Medium,Normal Revenue
07-May-25,Weekday,Screen 3,Standard,Shaitaan,Thriller,132,7:00 PM,Prime Time,93,100,93,250,23250,High,Normal Revenue
07-May-25,Weekday,Screen 3,Standard,Pushpa 2,Action,170,10:00 PM,Night,75,100,75,250,18750,Medium,Normal Revenue
07-May-25,Weekday,Screen 4,IMAX,Chandu Champion,Sports Drama,145,10:00 AM,Morning,70,140,50,450,31500,Medium,Normal Revenue
07-May-25,Weekday,Screen 4,IMAX,Crew,Comedy Drama,124,1:00 PM,Afternoon,78,140,56,450,35100,Medium,Normal Revenue
07-May-25,Weekday,Screen 4,IMAX,Fighter,Action,166,4:00 PM,Evening,104,140,74,450,46800,Medium,Normal Revenue
07-May-25,Weekday,Screen 4,IMAX,Animal,Crime Drama,201,7:00 PM,Prime Time,113,140,81,450,50850,High,High Revenue
07-May-25,Weekday,Screen 4,IMAX,Bad Newz,Comedy,142,10:00 PM,Night,111,140,79,450,49950,Medium,Normal Revenue
07-May-25,Weekday,Screen 5,Standard,Stree 2,Horror Comedy,150,10:00 AM,Morning,68,110,62,250,17000,Medium,Normal Revenue
07-May-25,Weekday,Screen 5,Standard,Chandu Champion,Sports Drama,145,1:00 PM,Afternoon,66,110,60,250,16500,Medium,Normal Revenue
07-May-25,Weekday,Screen 5,Standard,Kalki,Sci-Fi,180,4:00 PM,Evening,92,110,84,250,23000,High,Normal Revenue
07-May-25,Weekday,Screen 5,Standard,Stree 2,Horror Comedy,150,7:00 PM,Prime Time,102,110,93,250,25500,High,Normal Revenue
07-May-25,Weekday,Screen 5,Standard,Chandu Champion,Sports Drama,145,10:00 PM,Night,84,110,76,250,21000,Medium,Normal Revenue
07-May-25,Weekday,Screen 6,Premium,Pushpa 2,Action,170,10:00 AM,Morning,91,130,70,350,31850,Medium,Normal Revenue
